VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee,cbd_congestion_fee
2,2025-01-01 08:30:54,2025-01-01 08:30:55,1.0,0.0,5.0,N,264,264,1,100.0,0.0,0.0,20.2,0.0,1.0,121.2,0.0,0.0,0.0
2,2025-01-01 08:06:41,2025-01-01 08:24:18,2.0,10.35,1.0,N,70,161,2,40.8,5.0,0.5,0.0,6.94,1.0,58.49,2.5,1.75,0.0
2,2025-01-01 08:36:34,2025-01-01 08:56:44,1.0,9.67,1.0,N,230,138,1,38.7,5.0,0.5,10.93,6.94,1.0,65.57,2.5,0.0,0.0
2,2025-01-01 08:24:35,2025-01-01 08:49:55,1.0,16.1,1.0,N,138,50,1,61.1,5.0,0.5,15.41,6.94,1.0,94.2,2.5,1.75,0.0
2,2025-01-01 08:05:34,2025-01-01 08:14:56,1.0,2.84,1.0,N,141,7,2,14.2,0.0,0.5,0.0,0.0,1.0,18.2,2.5,0.0,0.0
2,2025-01-01 08:07:32,2025-01-01 08:38:22,2.0,20.81,2.0,N,132,13,1,70.0,0.0,0.5,14.8,0.0,1.0,90.55,2.5,1.75,0.0
2,2025-01-01 08:41:12,2025-01-01 09:01:34,1.0,12.99,1.0,N,138,132,1,49.2,5.0,0.5,11.64,0.0,1.0,71.59,2.5,1.75,0.0
2,2025-01-01 08:17:38,2025-01-01 08:35:43,2.0,9.88,1.0,N,107,138,1,38.7,5.0,0.5,8.0,6.94,1.0,62.64,2.5,0.0,0.0
2,2025-01-01 08:18:51,2025-01-01 08:19:12,1.0,0.0,5.0,N,265,265,1,404.0,0.0,0.0,0.0,0.0,1.0,405.0,0.0,0.0,0.0
2,2025-01-01 08:07:40,2025-01-01 08:32:32,1.0,12.13,1.0,N,230,138,1,49.2,5.0,0.5,13.03,6.94,1.0,78.17,2.5,0.0,0.0
1,2025-01-01 08:54:24,2025-01-01 09:12:19,1.0,7.2,99.0,N,3,168,1,32.5,0.0,0.5,0.0,0.0,0.0,33.0,0.0,0.0,0.0
2,2025-01-01 08:10:16,2025-01-01 08:17:18,1.0,1.46,1.0,N,186,163,1,8.6,0.0,0.5,2.52,0.0,1.0,15.12,2.5,0.0,0.0
2,2025-01-01 08:42:42,2025-01-01 08:46:09,2.0,0.47,1.0,N,186,68,2,5.1,0.0,0.5,0.0,0.0,1.0,9.1,2.5,0.0,0.0
2,2025-01-01 08:44:49,2025-01-01 09:15:24,2.0,14.31,1.0,N,13,138,1,56.9,5.0,0.5,13.18,0.0,1.0,79.08,2.5,0.0,0.0
2,2025-01-01 08:38:08,2025-01-01 08:48:46,1.0,6.62,1.0,N,132,93,2,26.8,0.0,0.5,0.0,0.0,1.0,30.05,0.0,1.75,0.0
2,2025-01-01 08:49:06,2025-01-01 09:01:19,1.0,7.69,1.0,N,93,179,3,-31.0,0.0,-0.5,0.0,0.0,-1.0,-32.5,0.0,0.0,0.0
2,2025-01-01 08:49:06,2025-01-01 09:01:19,1.0,7.69,1.0,N,93,179,3,31.0,0.0,0.5,0.0,0.0,1.0,32.5,0.0,0.0,0.0
1,2025-01-01 08:26:43,2025-01-01 08:42:32,1.0,10.2,1.0,N,138,66,1,38.7,6.75,0.5,9.4,0.0,1.0,56.35,0.0,1.75,0.0
2,2025-01-01 08:16:50,2025-01-01 08:31:21,2.0,6.35,1.0,N,161,261,2,27.5,0.0,0.5,0.0,0.0,1.0,31.5,2.5,0.0,0.0
2,2025-01-01 08:48:17,2025-01-01 08:55:53,1.0,1.68,1.0,N,68,142,1,10.7,0.0,0.5,4.0,0.0,1.0,18.7,2.5,0.0,0.0
2,2025-01-01 08:12:08,2025-01-01 08:18:08,1.0,1.67,1.0,N,249,68,1,9.3,0.0,0.5,2.66,0.0,1.0,15.96,2.5,0.0,0.0
2,2025-01-01 08:47:53,2025-01-01 08:54:38,1.0,0.91,1.0,N,87,12,1,7.9,0.0,0.5,0.0,0.0,1.0,11.9,2.5,0.0,0.0
2,2025-01-01 08:23:32,2025-01-01 08:30:04,1.0,0.99,1.0,N,163,100,1,7.9,0.0,0.5,2.38,0.0,1.0,14.28,2.5,0.0,0.0
2,2025-01-01 08:21:42,2025-01-01 08:24:10,1.0,0.7,1.0,N,142,142,1,5.8,0.0,0.5,1.96,0.0,1.0,11.76,2.5,0.0,0.0
2,2025-01-01 08:27:17,2025-01-01 08:31:03,1.0,0.95,1.0,N,230,68,1,6.5,0.0,0.5,2.1,0.0,1.0,12.6,2.5,0.0,0.0
2,2025-01-01 08:51:34,2025-01-01 08:56:12,4.0,0.99,1.0,N,48,164,1,7.2,0.0,0.5,1.5,0.0,1.0,12.7,2.5,0.0,0.0
2,2025-01-01 08:06:44,2025-01-01 08:25:36,1.0,3.52,1.0,N,236,68,1,21.2,0.0,0.5,5.04,0.0,1.0,30.24,2.5,0.0,0.0
2,2025-01-01 08:35:45,2025-01-01 09:08:34,2.0,16.67,2.0,N,230,132,2,70.0,0.0,0.5,0.0,6.94,1.0,80.94,2.5,0.0,0.0
2,2025-01-01 08:05:13,2025-01-01 08:28:09,2.0,15.35,1.0,N,239,138,1,58.3,5.0,0.5,14.85,6.94,1.0,89.09,2.5,0.0,0.0
2,2025-01-01 08:52:27,2025-01-01 09:08:42,2.0,4.09,1.0,N,263,68,1,21.2,0.0,0.5,2.52,0.0,1.0,27.72,2.5,0.0,0.0
2,2025-01-01 08:04:06,2025-01-01 08:35:21,1.0,10.38,1.0,N,100,36,2,45.7,0.0,0.5,0.0,0.0,1.0,49.7,2.5,0.0,0.0
2,2025-01-01 08:38:58,2025-01-01 08:43:56,1.0,0.88,1.0,N,36,198,1,7.2,0.0,0.5,1.74,0.0,1.0,10.44,0.0,0.0,0.0
2,2025-01-01 08:30:00,2025-01-01 08:45:39,1.0,4.22,1.0,N,48,75,1,20.5,0.0,0.5,6.12,0.0,1.0,30.62,2.5,0.0,0.0
2,2025-01-01 08:59:24,2025-01-01 09:18:01,1.0,11.04,1.0,N,264,138,2,42.9,5.0,0.5,0.0,6.94,1.0,58.84,2.5,0.0,0.0
1,2025-01-01 08:29:03,2025-01-01 09:02:42,1.0,18.8,1.0,N,132,89,1,70.2,1.75,0.5,14.7,0.0,1.0,88.15,0.0,1.75,0.0
2,2025-01-01 08:42:44,2025-01-01 08:56:13,1.0,7.68,4.0,N,254,265,2,37.3,0.0,0.5,0.0,0.0,1.0,38.8,0.0,0.0,0.0
2,2025-01-01 08:14:50,2025-01-01 08:18:50,1.0,0.0,5.0,N,132,264,2,85.0,0.0,0.0,0.0,0.0,1.0,86.0,0.0,0.0,0.0
2,2025-01-01 08:23:51,2025-01-01 08:23:53,1.0,0.0,5.0,N,132,264,1,85.0,0.0,0.0,17.55,0.0,1.0,105.3,0.0,1.75,0.0
2,2025-01-01 08:15:16,2025-01-01 08:15:21,2.0,0.08,5.0,N,92,92,1,75.0,0.0,0.5,0.88,0.0,1.0,77.38,0.0,0.0,0.0
2,2025-01-01 08:47:10,2025-01-01 08:59:09,1.0,1.71,1.0,N,233,68,1,12.8,0.0,0.5,3.36,0.0,1.0,20.16,2.5,0.0,0.0
2,2025-01-01 08:06:19,2025-01-01 08:13:22,2.0,5.75,5.0,N,226,138,1,64.0,5.0,0.0,10.0,0.0,1.0,80.0,0.0,0.0,0.0
2,2025-01-01 08:33:07,2025-01-01 08:39:18,1.0,1.09,1.0,N,234,107,2,7.9,0.0,0.5,0.0,0.0,1.0,11.9,2.5,0.0,0.0
1,2025-01-01 08:31:47,2025-01-01 08:43:20,3.0,2.5,1.0,N,79,186,1,14.2,2.5,0.5,3.6,0.0,1.0,21.8,2.5,0.0,0.0
2,2025-01-01 08:24:07,2025-01-01 08:43:37,3.0,11.06,1.0,N,125,138,1,44.3,5.0,0.5,10.66,0.0,1.0,63.96,2.5,0.0,0.0
2,2025-01-01 08:59:39,2025-01-01 09:12:30,2.0,1.98,1.0,N,162,246,1,14.2,0.0,0.5,5.0,0.0,1.0,23.2,2.5,0.0,0.0
2,2025-01-01 08:48:10,2025-01-01 09:19:13,1.0,11.08,1.0,N,132,62,1,47.8,0.0,0.5,0.0,0.0,1.0,51.05,0.0,1.75,0.0
2,2025-01-01 08:28:26,2025-01-01 08:44:32,2.0,10.45,1.0,N,132,92,2,40.8,0.0,0.5,0.0,0.0,1.0,44.05,0.0,1.75,0.0
2,2025-01-01 08:53:37,2025-01-01 09:19:14,1.0,13.8,1.0,N,138,177,2,54.8,5.0,0.5,0.0,0.0,1.0,63.05,0.0,1.75,0.0
1,2025-01-01 08:42:06,2025-01-01 08:54:38,3.0,1.3,1.0,N,170,68,2,10.7,2.5,0.5,0.0,0.0,1.0,14.7,2.5,0.0,0.0
2,2025-01-01 08:41:06,2025-01-01 09:08:01,1.0,9.96,1.0,N,142,138,1,42.9,5.0,0.5,8.0,0.0,1.0,59.9,2.5,0.0,0.0
1,2025-01-01 08:41:28,2025-01-01 08:47:47,0.0,1.8,1.0,N,48,158,1,10.0,2.5,0.5,2.8,0.0,1.0,16.8,2.5,0.0,0.0
2,2025-01-01 08:51:20,2025-01-01 08:54:46,1.0,1.15,1.0,N,162,237,1,7.2,0.0,0.5,2.24,0.0,1.0,13.44,2.5,0.0,0.0
2,2025-01-01 08:32:12,2025-01-01 08:32:18,4.0,0.0,5.0,N,43,43,1,15.0,0.0,0.0,5.55,0.0,1.0,24.05,2.5,0.0,0.0
2,2025-01-01 08:34:13,2025-01-01 09:07:09,1.0,14.62,1.0,N,138,71,2,58.3,5.0,0.5,0.0,0.0,1.0,66.55,0.0,1.75,0.0
2,2025-01-01 08:30:32,2025-01-01 08:34:39,1.0,0.9,1.0,N,75,236,1,6.5,0.0,0.5,2.1,0.0,1.0,12.6,2.5,0.0,0.0
2,2025-01-01 08:15:46,2025-01-01 08:23:04,1.0,1.77,1.0,N,236,141,1,10.7,0.0,0.5,2.2,0.0,1.0,16.9,2.5,0.0,0.0
2,2025-01-01 08:51:51,2025-01-01 08:59:53,1.0,1.37,1.0,N,107,186,1,10.0,0.0,0.5,1.5,0.0,1.0,15.5,2.5,0.0,0.0
2,2025-01-01 08:50:43,2025-01-01 08:59:47,1.0,3.95,1.0,N,238,244,1,17.7,0.0,0.5,1.92,0.0,1.0,21.12,0.0,0.0,0.0
1,2025-01-01 08:59:16,2025-01-01 09:02:36,1.0,1.0,1.0,N,263,75,1,6.5,2.5,0.5,2.1,0.0,1.0,12.6,2.5,0.0,0.0
2,2025-01-01 08:21:24,2025-01-01 08:34:31,2.0,5.58,1.0,N,170,12,1,24.0,0.0,0.5,5.6,0.0,1.0,33.6,2.5,0.0,0.0
2,2025-01-01 08:12:34,2025-01-01 08:36:18,1.0,11.73,1.0,N,142,138,1,47.1,5.0,0.5,5.0,6.94,1.0,68.04,2.5,0.0,0.0
1,2025-01-01 08:39:55,2025-01-01 09:00:42,1.0,12.1,1.0,N,138,132,1,47.1,6.75,0.5,11.05,0.0,1.0,66.4,0.0,1.75,0.0
2,2025-01-01 08:58:37,2025-01-01 09:06:49,1.0,1.66,1.0,N,68,170,1,10.7,0.0,0.5,1.0,0.0,1.0,15.7,2.5,0.0,0.0
2,2025-01-01 08:59:46,2025-01-01 09:10:07,1.0,2.11,1.0,N,230,68,1,12.8,0.0,0.5,3.36,0.0,1.0,20.16,2.5,0.0,0.0
1,2025-01-01 08:02:03,2025-01-01 08:22:45,1.0,15.5,1.0,N,132,226,1,58.3,1.75,0.5,6.0,0.0,1.0,67.55,0.0,1.75,0.0
1,2025-01-01 08:06:35,2025-01-01 08:28:30,2.0,10.2,1.0,N,70,4,1,40.1,9.25,0.5,10.15,0.0,1.0,61.0,2.5,1.75,0.0
2,2025-01-01 08:34:42,2025-01-01 08:49:57,3.0,9.02,1.0,N,138,170,1,35.9,5.0,0.5,10.37,6.94,1.0,63.96,2.5,1.75,0.0
2,2025-01-01 08:25:21,2025-01-01 08:49:12,2.0,15.75,4.0,N,68,1,1,101.0,0.0,0.0,30.16,18.63,1.0,150.79,0.0,0.0,0.0
2,2025-01-01 08:41:36,2025-01-01 08:47:58,1.0,1.57,1.0,N,238,236,2,9.3,0.0,0.5,0.0,0.0,1.0,13.3,2.5,0.0,0.0
2,2025-01-01 08:04:39,2025-01-01 08:23:06,2.0,10.37,1.0,N,237,138,1,41.5,5.0,0.5,11.49,6.94,1.0,68.93,2.5,0.0,0.0
2,2025-01-01 08:36:38,2025-01-01 09:07:46,2.0,17.32,2.0,N,230,132,2,70.0,0.0,0.5,0.0,0.0,1.0,74.0,2.5,0.0,0.0
2,2025-01-01 08:19:10,2025-01-01 08:30:25,1.0,5.87,1.0,N,230,12,1,24.7,0.0,0.5,5.0,0.0,1.0,33.7,2.5,0.0,0.0
2,2025-01-01 08:31:35,2025-01-01 08:54:02,2.0,9.87,1.0,N,138,239,1,40.1,5.0,0.5,11.21,6.94,1.0,69.0,2.5,1.75,0.0
2,2025-01-01 08:03:14,2025-01-01 08:11:55,1.0,1.42,1.0,N,107,68,2,-10.7,0.0,-0.5,0.0,0.0,-1.0,-14.7,-2.5,0.0,0.0
2,2025-01-01 08:03:14,2025-01-01 08:11:55,1.0,1.42,1.0,N,107,68,2,10.7,0.0,0.5,0.0,0.0,1.0,14.7,2.5,0.0,0.0
2,2025-01-01 08:58:43,2025-01-01 09:27:34,2.0,17.2,2.0,N,48,132,1,70.0,0.0,0.5,16.19,6.94,1.0,97.13,2.5,0.0,0.0
2,2025-01-01 08:14:04,2025-01-01 08:35:43,1.0,3.96,1.0,N,230,231,2,23.3,0.0,0.5,0.0,0.0,1.0,27.3,2.5,0.0,0.0
2,2025-01-01 08:31:21,2025-01-01 08:33:34,1.0,0.83,1.0,N,263,141,1,5.8,0.0,0.5,1.96,0.0,1.0,11.76,2.5,0.0,0.0
2,2025-01-01 08:46:00,2025-01-01 08:53:33,1.0,1.26,1.0,N,211,232,1,9.3,0.0,0.5,2.66,0.0,1.0,15.96,2.5,0.0,0.0
1,2025-01-01 08:48:42,2025-01-01 09:04:21,1.0,2.7,99.0,N,165,39,1,20.5,0.0,0.5,0.0,0.0,0.0,21.0,0.0,0.0,0.0
2,2025-01-01 08:13:54,2025-01-01 08:37:33,1.0,10.62,1.0,N,142,138,1,42.9,5.0,0.5,4.0,6.94,1.0,62.84,2.5,0.0,0.0
2,2025-01-01 08:51:58,2025-01-01 09:14:10,1.0,12.27,1.0,N,138,87,1,47.8,5.0,0.5,11.36,0.0,1.0,69.91,2.5,1.75,0.0
2,2025-01-01 08:46:03,2025-01-01 09:16:28,1.0,17.0,4.0,N,230,1,1,113.6,0.0,0.0,20.0,15.38,1.0,149.98,0.0,0.0,0.0
2,2025-01-01 08:16:39,2025-01-01 08:45:37,2.0,24.12,1.0,N,132,6,1,88.4,0.0,0.5,20.76,13.88,1.0,126.29,0.0,1.75,0.0
2,2025-01-01 08:38:06,2025-01-01 08:52:36,1.0,3.54,1.0,N,263,68,1,17.7,0.0,0.5,5.42,0.0,1.0,27.12,2.5,0.0,0.0
2,2025-01-01 08:25:21,2025-01-01 08:44:18,1.0,9.56,1.0,N,138,141,1,38.0,5.0,0.5,11.14,6.94,1.0,66.83,2.5,1.75,0.0
2,2025-01-01 08:50:15,2025-01-01 08:57:44,1.0,2.14,1.0,N,237,137,1,10.7,0.0,0.5,1.85,0.0,1.0,16.55,2.5,0.0,0.0
1,2025-01-01 08:15:37,2025-01-01 08:35:59,2.0,9.1,1.0,N,138,48,1,37.3,9.25,0.5,13.7,6.94,1.0,68.69,2.5,1.75,0.0
2,2025-01-01 08:43:19,2025-01-01 08:59:11,1.0,8.71,1.0,N,236,138,1,35.2,5.0,0.5,12.79,6.94,1.0,63.93,2.5,0.0,0.0
1,2025-01-01 08:02:39,2025-01-01 08:29:50,1.0,17.7,2.0,N,132,262,1,70.0,4.25,0.5,0.0,6.94,1.0,82.69,2.5,1.75,0.0
2,2025-01-01 08:46:31,2025-01-01 08:49:13,1.0,0.63,1.0,N,140,140,1,5.8,0.0,0.5,2.45,0.0,1.0,12.25,2.5,0.0,0.0
2,2025-01-01 08:09:17,2025-01-01 08:12:56,1.0,1.24,1.0,N,43,164,2,7.2,0.0,0.5,0.0,0.0,1.0,11.2,2.5,0.0,0.0
2,2025-01-01 08:27:51,2025-01-01 08:52:16,1.0,5.27,1.0,N,234,41,2,27.5,0.0,0.5,0.0,0.0,1.0,31.5,2.5,0.0,0.0
2,2025-01-01 08:13:50,2025-01-01 08:33:00,1.0,5.25,1.0,N,170,13,1,26.1,0.0,0.5,0.0,0.0,1.0,30.1,2.5,0.0,0.0
2,2025-01-01 08:21:53,2025-01-01 08:41:11,1.0,10.25,1.0,N,138,102,1,40.8,5.0,0.5,9.46,0.0,1.0,58.51,0.0,1.75,0.0
1,2025-01-01 08:25:56,2025-01-01 08:48:54,1.0,4.5,99.0,N,42,213,1,24.5,0.0,0.5,0.0,0.0,0.0,25.0,0.0,0.0,0.0
1,2025-01-01 08:58:30,2025-01-01 09:17:38,1.0,6.2,1.0,N,161,87,1,29.6,2.5,0.5,6.7,0.0,1.0,40.3,2.5,0.0,0.0
1,2025-01-01 08:47:06,2025-01-01 08:59:55,2.0,2.7,1.0,N,230,113,2,15.6,2.5,0.5,0.0,0.0,1.0,19.6,2.5,0.0,0.0
2,2025-01-01 08:51:16,2025-01-01 08:54:59,2.0,0.69,1.0,N,246,48,1,5.8,0.0,0.5,2.0,0.0,1.0,11.8,2.5,0.0,0.0
2,2025-01-01 08:27:50,2025-01-01 08:43:22,1.0,11.27,1.0,N,132,173,1,43.6,0.0,0.5,9.37,0.0,1.0,56.22,0.0,1.75,0.0
2,2025-01-01 08:40:05,2025-01-01 09:03:37,3.0,5.3,1.0,N,162,87,2,28.2,0.0,0.5,0.0,0.0,1.0,32.2,2.5,0.0,0.0
2,2025-01-01 08:53:07,2025-01-01 09:00:10,2.0,0.98,1.0,N,230,161,2,8.6,0.0,0.5,0.0,0.0,1.0,12.6,2.5,0.0,0.0
2,2025-01-01 08:05:07,2025-01-01 08:25:11,3.0,14.25,3.0,N,261,1,1,73.4,0.0,0.0,12.0,15.38,1.0,101.78,0.0,0.0,0.0
2,2025-01-01 08:24:06,2025-01-01 08:40:12,1.0,3.61,1.0,N,113,140,1,19.1,0.0,0.5,4.62,0.0,1.0,27.72,2.5,0.0,0.0
2,2025-01-01 08:19:26,2025-01-01 08:36:27,2.0,10.33,1.0,N,161,138,1,40.1,5.0,0.5,18.89,13.88,1.0,81.87,2.5,0.0,0.0
2,2025-01-01 08:07:46,2025-01-01 08:17:21,1.0,3.91,1.0,N,132,10,1,17.7,0.0,0.5,5.76,0.0,1.0,26.71,0.0,1.75,0.0
2,2025-01-01 08:28:12,2025-01-01 08:36:56,3.0,6.61,5.0,N,226,138,1,65.75,5.0,0.0,0.0,0.0,1.0,71.75,0.0,0.0,0.0
2,2025-01-01 08:50:42,2025-01-01 09:00:29,1.0,2.23,1.0,N,170,140,4,-12.8,0.0,-0.5,0.0,0.0,-1.0,-16.8,-2.5,0.0,0.0
2,2025-01-01 08:50:42,2025-01-01 09:00:29,1.0,2.23,1.0,N,170,140,4,12.8,0.0,0.5,0.0,0.0,1.0,16.8,2.5,0.0,0.0
2,2025-01-01 08:05:55,2025-01-01 08:07:35,1.0,0.93,1.0,N,132,132,3,-5.8,0.0,-0.5,0.0,0.0,-1.0,-9.05,0.0,-1.75,0.0
2,2025-01-01 08:05:55,2025-01-01 08:07:35,1.0,0.93,1.0,N,132,132,3,5.8,0.0,0.5,0.0,0.0,1.0,9.05,0.0,1.75,0.0
2,2025-01-01 08:08:46,2025-01-01 08:40:20,1.0,17.5,2.0,N,132,158,1,70.0,0.0,0.5,14.8,0.0,1.0,88.8,2.5,0.0,0.0
1,2025-01-01 08:11:50,2025-01-01 08:37:33,1.0,14.8,99.0,N,145,38,1,54.5,0.0,0.5,0.0,0.0,1.0,56.0,0.0,0.0,0.0
2,2025-01-01 08:08:48,2025-01-01 08:27:59,2.0,8.81,1.0,N,138,230,1,35.9,5.0,0.5,12.96,6.94,1.0,66.55,2.5,1.75,0.0
2,2025-01-01 08:08:26,2025-01-01 08:35:28,1.0,8.72,1.0,N,48,70,1,38.7,0.0,0.5,8.54,0.0,1.0,51.24,2.5,0.0,0.0
2,2025-01-01 08:53:17,2025-01-01 09:19:55,1.0,14.92,1.0,N,138,133,2,57.6,5.0,0.5,0.0,0.0,1.0,65.85,0.0,1.75,0.0
2,2025-01-01 08:27:42,2025-01-01 08:50:56,1.0,10.47,1.0,N,138,61,2,-43.6,-5.0,-0.5,0.0,0.0,-1.0,-51.85,0.0,-1.75,0.0
2,2025-01-01 08:27:42,2025-01-01 08:50:56,1.0,10.47,1.0,N,138,61,2,43.6,5.0,0.5,0.0,0.0,1.0,51.85,0.0,1.75,0.0
1,2025-01-01 08:31:06,2025-01-01 08:54:22,1.0,8.6,99.0,N,135,146,1,34.5,0.0,0.5,0.0,0.0,0.0,35.0,0.0,0.0,0.0
1,2025-01-01 08:24:19,2025-01-01 08:57:01,1.0,18.1,2.0,N,132,48,2,70.0,4.25,0.5,0.0,6.94,1.0,82.69,2.5,1.75,0.0
2,2025-01-01 08:06:47,2025-01-01 08:26:01,2.0,3.64,1.0,N,141,24,2,21.9,0.0,0.5,0.0,0.0,1.0,25.9,2.5,0.0,0.0
2,2025-01-01 08:28:42,2025-01-01 08:47:26,1.0,4.17,1.0,N,24,229,1,22.6,0.0,0.5,5.32,0.0,1.0,31.92,2.5,0.0,0.0
2,2025-01-01 08:32:13,2025-01-01 08:34:23,2.0,0.35,1.0,N,62,62,2,4.4,0.0,0.5,0.0,0.0,1.0,5.9,0.0,0.0,0.0
2,2025-01-01 08:36:09,2025-01-01 08:57:25,2.0,4.53,1.0,N,62,63,1,25.4,0.0,0.5,6.72,0.0,1.0,33.62,0.0,0.0,0.0
2,2025-01-01 08:12:36,2025-01-01 08:13:11,1.0,0.0,2.0,N,114,114,1,70.0,0.0,0.5,7.4,0.0,1.0,81.4,2.5,0.0,0.0
1,2025-01-01 08:43:37,2025-01-01 08:49:07,1.0,1.0,1.0,N,162,164,1,7.2,2.5,0.5,2.8,0.0,1.0,14.0,2.5,0.0,0.0
2,2025-01-01 08:46:51,2025-01-01 09:01:01,4.0,9.48,1.0,N,132,39,2,36.6,0.0,0.5,0.0,0.0,1.0,39.85,0.0,1.75,0.0
1,2025-01-01 08:23:13,2025-01-01 09:09:59,1.0,13.0,1.0,N,132,189,1,55.5,1.75,0.5,11.75,0.0,1.0,70.5,0.0,1.75,0.0
2,2025-01-01 08:12:33,2025-01-01 08:23:05,1.0,4.69,1.0,N,132,197,2,19.8,0.0,0.5,0.0,0.0,1.0,23.05,0.0,1.75,0.0
2,2025-01-01 08:00:24,2025-01-01 08:03:51,1.0,1.26,1.0,N,75,141,2,7.2,0.0,0.5,0.0,0.0,1.0,11.2,2.5,0.0,0.0
2,2025-01-01 08:51:41,2025-01-01 09:18:31,1.0,23.11,1.0,N,132,241,1,84.9,0.0,0.5,0.0,6.94,1.0,95.09,0.0,1.75,0.0
2,2025-01-01 08:43:27,2025-01-01 09:01:52,1.0,9.88,1.0,N,186,138,1,38.7,5.0,0.5,5.0,6.94,1.0,59.64,2.5,0.0,0.0
2,2025-01-01 08:29:35,2025-01-01 08:36:43,1.0,0.95,1.0,N,161,100,2,8.6,0.0,0.5,0.0,0.0,1.0,12.6,2.5,0.0,0.0
2,2025-01-01 08:48:29,2025-01-01 08:59:56,1.0,1.47,1.0,N,48,142,2,11.4,0.0,0.5,0.0,0.0,1.0,15.4,2.5,0.0,0.0
2,2025-01-01 08:24:57,2025-01-01 08:50:23,1.0,17.62,2.0,N,132,100,2,70.0,0.0,0.5,0.0,6.94,1.0,82.69,2.5,1.75,0.0
1,2025-01-01 08:26:34,2025-01-01 08:39:16,2.0,2.4,1.0,N,230,263,1,14.2,2.5,0.5,3.64,0.0,1.0,21.84,2.5,0.0,0.0
1,2025-01-01 08:53:05,2025-01-01 09:02:49,2.0,2.3,1.0,N,162,90,1,12.8,2.5,0.5,4.2,0.0,1.0,21.0,2.5,0.0,0.0
2,2025-01-01 08:52:53,2025-01-01 09:08:48,1.0,11.54,1.0,N,132,101,2,42.9,0.0,0.5,0.0,0.0,1.0,44.4,0.0,0.0,0.0
2,2025-01-01 08:07:54,2025-01-01 08:29:17,4.0,15.05,1.0,N,132,112,1,55.5,0.0,0.5,11.4,0.0,1.0,70.15,0.0,1.75,0.0
2,2025-01-01 08:25:19,2025-01-01 08:55:00,2.0,18.66,4.0,N,234,1,1,124.8,0.0,0.0,21.18,15.38,1.0,162.36,0.0,0.0,0.0
1,2025-01-01 08:21:53,2025-01-01 08:22:56,1.0,0.0,5.0,N,141,141,1,100.0,0.0,0.0,5.0,0.0,1.0,106.0,0.0,0.0,0.0
2,2025-01-01 08:36:49,2025-01-01 08:51:00,1.0,3.17,1.0,N,263,186,1,17.0,0.0,0.5,4.2,0.0,1.0,25.2,2.5,0.0,0.0
1,2025-01-01 08:36:01,2025-01-01 08:41:16,1.0,0.9,1.0,N,264,264,1,7.2,2.5,0.5,1.5,0.0,1.0,12.7,2.5,0.0,0.0
1,2025-01-01 08:52:03,2025-01-01 08:59:57,1.0,1.1,1.0,N,264,264,1,8.6,2.5,0.5,0.0,0.0,1.0,12.6,2.5,0.0,0.0
2,2025-01-01 08:30:30,2025-01-01 08:59:37,3.0,18.14,2.0,N,132,142,2,70.0,0.0,0.5,0.0,0.0,1.0,75.75,2.5,1.75,0.0
1,2025-01-01 08:53:24,2025-01-01 09:22:54,1.0,9.7,99.0,N,37,130,1,34.5,0.0,0.5,0.0,0.0,0.0,35.0,0.0,0.0,0.0
1,2025-01-01 08:59:05,2025-01-01 09:16:00,2.0,8.6,1.0,N,138,161,2,35.2,9.25,0.5,0.0,6.94,1.0,52.89,2.5,1.75,0.0
2,2025-01-01 08:30:43,2025-01-01 08:35:31,1.0,1.29,1.0,N,163,164,1,7.9,0.0,0.5,1.0,0.0,1.0,12.9,2.5,0.0,0.0
2,2025-01-01 08:53:57,2025-01-01 08:58:11,2.0,1.01,1.0,N,79,224,1,6.5,0.0,0.5,2.1,0.0,1.0,12.6,2.5,0.0,0.0
2,2025-01-01 08:22:36,2025-01-01 08:43:16,2.0,0.0,2.0,N,161,138,1,70.0,0.0,0.5,16.19,6.94,1.0,97.13,2.5,0.0,0.0
2,2025-01-01 08:44:15,2025-01-01 08:56:37,1.0,2.12,1.0,N,90,4,2,13.5,0.0,0.5,0.0,0.0,1.0,17.5,2.5,0.0,0.0
2,2025-01-01 08:17:45,2025-01-01 08:41:08,4.0,4.84,1.0,N,230,12,1,26.1,0.0,0.5,6.02,0.0,1.0,36.12,2.5,0.0,0.0
2,2025-01-01 08:42:08,2025-01-01 08:47:35,1.0,0.64,1.0,N,236,237,3,-7.2,0.0,-0.5,0.0,0.0,-1.0,-11.2,-2.5,0.0,0.0
2,2025-01-01 08:42:08,2025-01-01 08:47:35,1.0,0.64,1.0,N,236,237,3,7.2,0.0,0.5,0.0,0.0,1.0,11.2,2.5,0.0,0.0
2,2025-01-01 08:51:51,2025-01-01 09:16:09,1.0,17.01,2.0,N,132,107,1,70.0,0.0,0.5,16.19,6.94,1.0,98.88,2.5,1.75,0.0
2,2025-01-01 08:24:26,2025-01-01 08:39:35,1.0,6.36,1.0,N,132,197,2,27.5,0.0,0.5,0.0,0.0,1.0,30.75,0.0,1.75,0.0
2,2025-01-01 08:00:30,2025-01-01 08:38:17,1.0,13.41,1.0,N,132,62,1,57.6,0.0,0.5,3.0,0.0,1.0,63.85,0.0,1.75,0.0
